,Unnamed: 0,review_date,rating,mrp,country,product_id,trans_review
221,221,2023-10-05,5,58500,the United States,11700K,"easy to install in my msi motherboard,and good for the money that i spent on it. It works great so far no issues as of yet."
222,222,2023-04-10,5,58500,the United States,11700K,Great CPU using it as intended by Intel everything is stock so it's running 125 watts I did use an auto oc at first and it used almost 180 watts and was hotter disabling in my case on my Asus motherboard the Asus performance enhancement my temps under load are 60c!! With enabled it hit in the mid 70s and I didn't notice any difference in performance.. good CPU  All core boost is 4.6 Few cores are 5ghz so running as advertised 😍
223,223,2023-10-05,5,58500,Canada,11700K,I bought this processor because it supports PCIe 4.0 buy with this processor a good CPU cooler because during updates the CPU rose up to 90 Celsius.So I changed my cooler for a BE Quiet Dark Rock Pro 4 on Amazon and now my Intel CPU displays 31 degree Celsius!
224,224,2022-06-09,5,58500,the United States,11700K,"Don't listen to the review on youtube, cus this is a legendary CPU. Before the 11th gen, the 10900K was the fastest gaming CPU in the market. And for Intel to top it, is impressive in itself. CPU if you pair it with the right motherboard and rams you will then see its full potential. I own the 12900K for over 6 months and decided to go back to the 11gen. Even though Alder lake is more powerful, since it is very new, it has way too many drawback and the high latency of rams is the main reason why I decided to sell it. I think Raptor lake would be the CPU but as of now, the 11 gen with a few tweaks will outperform alder lake."
225,225,2023-05-19,4,58500,the United States,11700K,I must say that this might not be a high end cpu but does the job pretty damn fine!
226,226,2022-10-08,5,58500,the United States,11700K,"Now with the i9-13900 series coming out this is two steps down from the top of the procesor market. It was just published that the new line was tested to 8.3gh. This line becomes the third choice and the i5's the ""poor cousins"". This processor still computes fine and can be used if you need to save some money or where speed really is not an issue."
227,227,2023-08-10,5,58500,the United States,11700K,Works well with my 2080 super. Blazing fast doing work and internet duties.  Good value.
228,228,2021-05-06,4,58500,the United States,11700K,Great for gaming. Even tho AMD beats it in multi core workloads doesn't mean it's not a good processor. It's a stable reliable processor. And best of all it's in stock. In gaming it trades blows with my ryzen 5800x. So for I haven't run into any bugs or glitches. That's what you get with intel. Stability. If your only gaming I'd say this isn't the way to go. But my wife does do work station application and the extra cores reduce her time. I'd say this is niche processor and very few people would actually benefit from the extra cores. If your just gaming go with a 11600k. My daughter build is running an overclocked 11600k and it trades blows with this one.
229,229,2023-06-22,5,58500,the United States,11700K,When you have this beast with the most top hardware of the moment you can see the true power of this processor
230,230,2023-07-19,5,58500,the United States,11700K,This cpu has been absolutely amazing i have yet to get it to bog down
231,231,2023-03-28,5,58500,the United States,11700K,Need to use a water aio at least or your PC will become a oven at times. But it's plenty fast enough for whatever your needs are and the prices have finally started to drop on the 11th gen.
232,232,2021-05-21,5,58500,the United States,11700K,"My first upgrade since generation 4 i5-4670k, it's fantastic. I chose an Asus Z590 Prime, Corsair Capallex 110, RM 650W PSU. A learning curve on overclocking since 2010, I spent equally as much in ram, mobo and cooling but worth every cent. You'll still need graphics if running under GeForce 1000 Series, but my perfermance with a 960Gtx is phenomenal. Its an Intel entusiasts dream, and I agree: ignore the one star reviews. I won't make a Ryzen comparison, other than my title, I do believe AMD is doing less with more changes but just my opinion. Are threads, cores and nanometers winning? I have my doubts. Nonetheless this is Intel back on it's game!"
233,233,2021-05-21,5,58500,the United States,11700K,Wonderfully designed CPU. For those that want low power consumption and low temps just leave it stock. The 3.6 Ghz to 5.0 boost is designed to make this processor the Swiss Army Knife of CPUs. Overclocks to 5.1 all-core easily on the Z590 motherboards. Yes it runs warm but you wanted an excuse to buy that 360mm AIO. Two cores can overclock to 5.2 if desired. Probably could get all 8 pretty close to that with an open loop system. Scores 116-118% on userbenchmarks. I like AMD but they just don't overclock as well. Plus this processor is readily available at retail price. Some of the hate surrounding this offering is extremely misguided.
234,234,2023-11-16,3,58500,the United States,11700K,"Like the product, system is half together. I have 3 others to put together."
235,235,2022-03-08,5,58500,the United States,11700K,"When rebuilding my failed desktop computer I had to buy a new motherboard which would not accomodate my previous CPU chip. I researched an i9 core but it really wasn't faster enough to spend the extra cash on one.  This i7 works great. I do mostly photo editing with some video editing. The only ""game"" I run is Microsoft Flight Simulator 2020 which runs at almost the maximum settings."
236,236,2022-08-23,5,58500,the United States,11700K,"Despite the stigma with the 11th Gen CPUs, the performance of the 11700K is definitely worth going for. The only scenario I would say it's not recommended is if the 12600K/12700K is available for a close price, in which case one would have to account for the additional cost with the Z690 motherboards as well as DDR5 if that's the choice."
237,237,2023-07-19,5,58500,Canada,11700K,"I’m quite happy with this CPU. I’m not a computer person, just built a gaming PC. This arrived fast and was well packaged."
238,238,2023-06-13,5,58500,the United States,11700K,Play Video No picture of the actual cpu but my build is running great.
239,239,2023-07-30,5,58500,the United States,11700K,Works as expected
240,240,2021-06-08,5,58500,the United States,11700K,"Love this cpu. Paired with a Z590 motherboard, the gen 4 support is a must have but this cpu also does not sacrifice any performance as well. This is also paired with an rtx 3070 in my system and I could not be happier. I have it pinged at 5.0 ghz and it has not let me down at all. Definitely have so much more room to overclock if I want too which is nice. This cpu is very stable and I think the best value in terms of price to performance on the intel 11th gen lineup."
241,241,2022-04-30,4,58500,the United States,11700K,"For some reason it wouldn’t allow me to unlock the RAID capability on my motherboard since this model was made to do that. Tested with someone else’s 11700 it raid could be enabled. I wouldn’t buy it here, look elsewhere for it. It’s too expensive to risk something like this."
242,242,2022-07-07,5,58500,the United States,11700K,"Excellent CPU was worried, for the comments on the Internet about that it heats a lot, but I almost have it a month and its base temperature is 28 ° C to 36 ° C performing tasks or so heavy or so basic.Note I do not use it to play, nor have I made Overclock, but it goes wonderfully."
243,243,2022-02-03,4,58500,the United States,11700K,If you have a lga1200 platform this is my recommendation for a high performance gaming cpu. The 11th gen i9 is essentially just a binned and more expensive version of this. Otherwise you can go 10900K for slightly lower single core performance but more physical cores.
244,244,2023-02-23,5,58500,the United States,11700K,"Good product, works perfectly in my build and powerful enough, probably more than needed, to do what I want on my pc."
245,245,2022-05-04,5,58500,the United States,11700K,"Transport went okay, I was afraid of a dent in package but cpu was intact without damage it seems.  Cpu is plugged in and working. Giving it a few days to warm up before I want to clock to okay performance.  All in all 8/10 stars"
246,246,2023-04-09,5,58500,the United States,11700K,Kept up on all games
247,247,2021-06-25,5,58500,the United States,11700K,"When compared to the i9-11900K, this one just provides much more value. The integrated graphics are decent enough for light gaming on games such as League of Legends and provides a nice backup graphics in the event that the GPU fails. I would definitely appreciate more cores on it, but all in all, its a pretty good upgrade from my previous 7th gen Intel PC."
248,248,2021-07-16,5,58500,the United States,11700K,"Very good processor, I wanted to wait for generation 12 but it would be the same because later I would like to wait for generation 13 and I will never buy any, this 11 for the games is luxurious for a long time, I did a multi core effort test and the temperatureMaximo is 74 degrees, if you are a person who likes to play I recommend this CPU."
249,249,2022-05-19,4,58500,Canada,11700K,"Recently upgraded from the Intel i5 9600k, which was starting to bottleneck when playing newer games. What a huge difference! Love this processor."
250,250,2021-07-14,5,58500,the United States,11700K,"I bought the 11700k for my gaming rig. With water cooling I’ve got it overclocked to 4.7ghz on all cores. Totally stable and never gets hotter than 60*C. With my 1080 ti it runs all games I’ve played on max settings with a minimum of 80fps at 2k ultrawide, and much higher for most games. Including Cyberpunk and Assassins Creed Valhalla."
251,251,2021-10-19,5,58500,the United States,11700K,"For the price I couldn’t be happier. This CPU is an absolute mammoth for an i7. Just research the specs and order with confidence. I have it cooled with a water pump/heat sync and the temps stay 25-30c during idle and increase to a steady 45-55c during constant loads. Great product, great value."
252,252,2022-06-06,3,58500,the United States,11700K,This is supposedly a brand new cpu but I saw an orange scratch mark. Likely whatever plating was slightly scratched off to expose a copper surface. I just don't think thats acceptable for a 300+ dollar cpu. I could buy an xbox series x for that price and what I got was a maybe used cpu that was run around the ring a few times. It works but disappointed with quality and the thought that I mightve bought a used cpu for over 300 dollars.
253,253,2022-12-15,5,58500,Canada,11700K,"I started from an i5 10600K on this i7.11,700k to be able to play and stream on a very good upgrade pc"
254,254,2021-09-12,5,58500,the United States,11700K,"8 Cores at this price? These are amazing CPUs without breaking the wallet. These prices used to be the price of quad core CPUs. So if you want the best bang for your bucks and not go with AMD, these are it. OCs well, runs at reasonable temperatures. Excellent processor."
255,255,2023-03-23,5,58500,Canada,11700K,It’s working fine right now will see
256,256,2022-04-27,5,58500,the United States,11700K,This is a massive improvement from the i7-8700k. It runs faster and at 20 Celsius lower temperature with a higher overclock. The additional cores make it useful for productivity as well as gaming.
257,257,2021-06-04,4,58500,the United States,11700K,"I watched a lot of reviews on this chip and they all say it’s trash! I mean, maybe some older gen chips work just as well and are cheaper but I’m averaging 4.9 to 5 GHz while playing warzone."
258,258,2022-02-28,4,58500,the United States,11700K,Be sure you have adequate cooling if you plan on over clocking. Nuf said.
259,259,2022-05-02,5,58500,the United States,11700K,"It is an 8 nucleus processor which meets various tasks in 2022, I bought it to work Autocad, Revit, and 3DSMAX"
260,260,2021-05-27,5,58500,the United States,11700K,"Installation was a breeze (my first). I have only had it in place for a month and have not yet been able to get a decent graphics card, but running with an old card for now does not come close to pushing this cpu to it's limits."
261,261,2024-03-09,3,80000,India,11900K,Overheating
262,262,2021-05-02,1,80000,India,11900K,"Original price is 45k here its selling at 85k 10th gen is better in performance , or buy AMD 5000 series. don't buy, this is scam computer parts in India is now a scam market"
263,263,2024-03-10,5,80000,the United States,11900K,"Upgraded from a 9900k and had a hotter running PC. Couldn't figure it out at first and found myself checking my AIO, reapplying thermal paste, checking settings, etc. After research I was able to discover that given it a slight undervolt helps. What ended up helping even better and easier was ticking down the performance in the Performance Menu.  In those option by simply ticking down the processor to 99% my temps went down to 55 for most of my games from initially running at average 80-85. This tuning comes without a noticeable hit on FPS except while playing ""Squad"" (a single core use cpu intensive game). With that game I do lose at least 10 fps by having the processor at 99%. This is not that big of a deal as I can easily tick it up to 100% for Squad and just put up with the 75-80 temps!  Happy that I can at least play most of my games at a good temp while gaining good performance by this upgrade!"
264,264,2022-03-26,5,80000,Germany,11900K,No issue with cpu works. temps are fine for workload.
265,265,2022-07-11,4,80000,Brazil,11900K,"And it has arrived on the right time, but in a different box from the photo.Processor is good, but only cooled with Water Cooler."
266,266,2023-03-27,5,80000,France,11900K,Super
267,267,2024-06-15,5,80000,Canada,11900K,"Perfect for what son needs it for. He’s a gamer and work from home. So it’s good so far, no complaints at all. Although it has been a few months of usage."
268,268,2022-10-04,5,80000,Australia,11900K,Just buy the last gen over the current 12th gen. Its heaps better value especially when factoring ram costs and motherboard costs.
269,269,2023-07-17,5,80000,Singapore,11900K,This i9 was my first i9 series ever used since Extreme processor. Works great and sync well with RTX 3080Ti without bottleneck it.
270,270,2024-04-28,5,80000,Canada,11900K,"The Intel Core i9-11900K Desktop Processor is a powerhouse. With 8 cores and speeds up to 5.3 GHz, it's a beast for any task. Plus, being unlocked, you have the freedom to overclock for even more performance. It's the best CPU my motherboard can handle, and I couldn't be happier with its performance. You really can't beat it."
271,271,2022-03-02,5,80000,Mexico,11900K,The product works perfectly.
272,272,2024-03-01,5,80000,the United States,11900K,"When I was in the market to create a PC, this CPU was top of the line. and I got it, and it has not disappointed me ever since. works great and keeps on working. I have overclocked it and underclocked it. stress tested it for a few hours, and it managed to keep running. I love my PC and this CPU."
273,273,2021-12-08,5,80000,Germany,11900K,no comment
274,274,2022-07-19,5,80000,Singapore,11900K,"Comes in the cardboard box not plastic, sadly. So do expect shipping to cause rhe box to get dents. Cpu works fine though but for those who are running z490 boards, do update your bios and disable gen 4 pcie or it may cause issues w booting."
275,275,2023-02-02,5,80000,France,11900K,Perfect product works at the top
276,276,2023-10-03,5,80000,the United States,11900K,"This was Intel's top line CPU in the 11th generation; it used the LGA-1200 socket which was only minimally different from the LGA-1151 socket (1200 pins vs. 1151 pins). The motherboards for the LGA-1200 required only small changes in production spec, and the coolers made for the 1151 chips work perfectly on the LGA-1200. By contrast, the 12th generation, using the LGA-1700 socket, required an extensive redesign of motherboards, and the coolers that got adapted over from the LGA 1151/1200 didn't really work properly on the 12th and 13 generation Intel CPUs. This i9-11900K will pull about 170 watts through the socket at factory overclock 100%, and that's right on the limit of safe operation for the vast majority of air or liquid coolers on the market today."
277,277,2023-04-03,5,80000,the United Kingdom,11900K,"Im mostly just confused why the free heatsink thats not designed for this CPU that is known to run extremely hot.... also, saddened by the lack of a fancy looking intel box :D"
278,278,2023-11-06,1,80000,France,11900K,"On paper, it is a very good CPU that I recommend to anyone.However, having bought it from this seller, I have only had problems since I received it.The packaging was not the blue box you see in the photos but a cardboard packaging with foam, probably supplied by Amazon, with just the CPU inside, in direct contact of the foam.Not immediately but a little after its installation (after the warranty period, as if by chance), the CPU is now almost unusable, since the computer is constantly 100% use of it, or works correctly with100%peaks.Worse still, playing games is a torture, since the PC is simply freeze and crash when it wishes, with this damn CPU.If you want to buy this CPU at all costs, do not do it here, go through a real seller with a follow -up and a guarantee, or you will throw hundreds of euros by the window."
279,279,2023-08-27,4,80000,Mexico,11900K,"Play Video has been a battle processor, I use my workstation mainly for multimedia edition and so far the processor has been able to with everything: Premiere, After, Photoshop, Davinci, Audition.For the current price (August 2023), it is worth it."
280,280,2023-02-23,4,80000,Italy,11900K,Excellent processor.It requires a good heat dissipation system.
281,281,2021-11-20,5,80000,Canada,11900K,"Eng: If you know how to properly overclock it you can run at 5ghz with air collected i got 40 on idle and 49 on heavy loads.DOES IS BETTER THAN 12th Gen?For now Yes, but why?Only Becuse the 12th DES A LOT MORE HEAT AND ENERGY CONSUMPTION AND IT's not stable for the moment.Fr: good cpu you can overclock at 5GHz manually and surely more.Is it better known than the i9-12900k?Yes because the 12th Gen is not yet stable.Donc with the 12th Gen you consume more energy so you go ride warmer without counting the current bugs 😀"
282,282,2023-07-21,3,80000,Mexico,11900K,The product arrived with a basic Intel box and not with the box presented in the publication.Disappointing for the price.
283,283,2024-04-08,5,80000,the United States,11900K,"I am not a gamer by a long shot, but wanted a powerful Intel based CPU riding on an 'Asus Maximus Extreme Motherboard' along with a Asus RTX 4090 GPU. I purchased (1) of the most graphic intensive AAA game titles and a few CPU intensive military strategy simulation games known for their heavy demand for CPU physics computations. My Core i9-11900K which I purchased in 2022 performed admirably well on all accounts. Absolutely no complaints. Some reports say that the i9-11900K runs hot and sometimes above the 100°C mark? But that was not really the case with me or the many others when they installed a high quality 360mm or above sized AIO water cooler. My very demanding combat simulation (Command: Modern Operations) never presented a heating issue with the i9-11900K and with my over 80-hours of heavy duty play. For good measure my Cosmos C700M EATX case also includes a total of (7) additional independent Noctua cooling fans, which of course benefits the cooling within the massive interior of the enclosure. Overall I am extremely satisfied with INTEL in general and recommend the i9-11900K and or its newer siblings now as a very good buy!"
284,284,2022-09-09,5,80000,the United Kingdom,11900K,"amazing product, and the shipping was excellent, however the box in the image isnt what you get in person, its just the standard box you usually get."
285,285,2023-11-09,5,80000,Canada,11900K,Very good
286,286,2024-02-27,1,80000,Mexico,11900K,The box came very fast as many report is not the original does not bring the booklet or the plate of I9 silver the processor is from those of bulk that is sold to large companies for its assembly the used and scratched dicipador will be tested for a few days to theLess fault goes back
287,287,2024-01-31,5,80000,the United States,11900K,This LGA 1200 cpu is robust and easy to overclock assuming your motherboard supports overclocking and your cpu cooler supports it. The base 3.5 GHz can easily support overclocking to 5GHz. I used the Intel Windows overclocking program and it was easy to do. The cpu installs easily and runs well.
288,288,2023-09-04,5,80000,Canada,11900K,Worked great in my home built pc.
289,289,2022-08-01,1,80000,the United Kingdom,11900K,Box is not like on photos
290,290,2022-10-03,4,80000,Mexico,11900K,"All good so much the product, it came in the classic cardboard packaging which disappointed me a little since I liked the plastic, but when installing it it runs great!"
291,291,2022-07-26,1,80000,the United Kingdom,11900K,Overpriced
292,292,2023-12-04,5,80000,the United States,11900K,"I had an i7 10700 that went kaput on me, so I figured, why not upgrade to the overclockable 11900K, since it was only about 50 bucks more to the the fastest CPU my mobo can handle. I did install water cooling because it does run warm, but let’s just say this. My computer now works at warp 9.975. With the i9 10900k, a Nvidia 3060/12gb, and 128 GB DDR4 at 3200mhz, on userbenchmark website the lowest score I got was a 104% for gaming (UFO ranking). I overclock it a lot and it holds up well, and stays under 50c with the water cooling for me.  11/10, would recommend, promote ahead of peers."
293,293,2024-04-10,4,80000,Canada,11900K,"Woulda given 5 starts but it didn’t come in the blue box instead came In a cardboard box with a stock cpu fan that would never keep this thing cool for gaming.and original packing doesn’t come with a cpu fan.dont even know if it’s new or used. so be aware, you need an aio or a really good air cooler. But cpuZ is reading i9-11900k. So that’s good."
294,294,2022-08-13,5,80000,Canada,11900K,"I have finally changed my 6700K, so far I love it, with a good cooling it is super stable!I have nothing negative to say"
295,295,2024-01-28,4,80000,the United States,11900K,"I thought it would come in the same box that is shown in the photo but it was not so bad, but it arrived excellent"
296,296,2024-05-19,1,80000,Canada,11900K,"After a week, CPU self-reboots/halts. We've compared it with another CPU which exhibits no such issues. Called Intel & they suggested returning it. Package is diff. than Amzao's picture??"
297,297,2023-03-20,1,80000,Mexico,11900K,"The CPU is used, it came in an open box, without stamps, battered and dirty, obviously it did not come in the box that is shown in the publication, which disappointment, a new product is being bought nothing cheap"
298,298,2022-10-16,5,80000,the United States,11900K,"when i upgraded my desktop i decided to go intel core i9 this time. all my previous build was a 6th generation core i7 6700k. it ran fine but it wasnt up to running windows 11. so an upgrade was in order. besides, my old board was starting to fail. i originally bought a 10th generation core i9 10 core but that cpu was junk. there wasnt enough PCI-e Lanes to support my drives and usb devices. this is a limitation of 10th generation CPUs not a limitation on the board. my video card (RTX 3070) took up most of the available PCI-e lanes which took out most of my drives. so i went to the 11th generation i9 8 core instead. very happy with it. it solved all my PCI-e lane issues. i am able to run all my devices and drives. the cpu clocks at 5.3ghz stable i have water cooling installed. i see zero problems with this chip. its fast, its stable im plenty happy with the upgrade. the board is a MSI MEG z590 ACE Gold. i have 64gb DDR4 3200."
299,299,2024-03-18,3,80000,the United States,11900K,"A great processor for my PC to complete its upgrade (highest compatible for my motherboard), but even with water-cooling, it was running too hot, my computer would need to shutdown. Swapped back to my i7-10700 with no issues.  While my computer was running the i9, it made everything very optimized, including being able to utilize my 4070 graphics card to its fullest. I may get another one to try again, heard these can vary slightly on production."
300,300,2024-03-15,3,80000,the United States,11900K,"Play Video honestly I put this qualification, because the article arrived in another box that is not the original, which reduces the credibility of the article, but arrived sealed.Hopefully and work when you decide to use it."
301,301,2021-07-14,5,80000,the United States,11900K,"If seen too many of these new i9's and i7's put in b550 boards or anything with an LGA 1200 slot and its a waste! This is the newest of the new guys, if you get this cpu do it proper, if youre not gonna shoot for utilizing its capabilities then get a 10th gen and save money. Youre gonna need a new board, water cool this thing, gen 4 nvme drive, new 30 series gpu's (cause they utilize gen 4 pci-e slots) heres a simple breakdown of a good starting point when getting this cpu:  Step 1: get an 11th gen processor (this i9 if its in your budget) Step 2: get a motherboard with gen 4 pcie slots (z590-e was my go to) Step 3: obviously water cool this unlocked beauty cause it'd be a shame not to get it to 5.3ghz (done safely with corsair's H150i elite capellix; hovers around 40's in degrees Celsius) Step 4: get a gen 4 nvme solid slate drive (might as well go samsung 980 pro for the 7000mb/s reads) Step 5: enjoy windows booting and being able to start opening webpages and games within 5 seconds of pressing the power button and never waiting for anything to load ever again 🙌🙏  ⚡ This is the future ⚡"
302,302,2024-01-09,5,80000,the United States,11900K,Had this for a while and it's performing like it should. Would buy it again.
303,303,2021-07-24,5,80000,the United States,11900K,The seller did an amazing job. The item came even sooner than expected. The bad news is that I installed it in my previously flawless running machine. The reason I upgraded from my current i910900k is that I wanted to enable the NVME.2 4.0 on my SSD. I already had the drive and a Z590 motherboard so why not right? I put the new i9 11900k In and it started and enabled the 4.0 on my NVME. Yay right! Literally with in a couple minutes I received a watchdog timeout error. (This is caused by CPU cores failing to communicate with each other.) I called Intel tech support who was less than help full. I updated all drivers and still didn't work. I did notice my CPU temp was running over 100c. Odd because I have the best nactura CPU cooler they sell. I decided to upgrade to a liquid CPU cooler and that brought my CPU temp down to around 85c. That still didn't fix the time out errors. I put my old CPU back and all is happy. I ended up sending the i9 11900k back but at least my i9 10900k is nice and cool even at 45% overclock. LOL
304,304,2022-08-29,4,80000,the United States,11900K,"The tenth gen i9 is better than this one, but I got it because my mobo needed it for the m.2 slot to work. That being said, we're talking about small performance differences in top of the line components, so it's not a big deal. With this thing being $650 without a sale I would never buy it because I can get an i7 from the same gen or previous and it will be just as good. I will say that the photo is deceptive, it does not come in the package on the photo with the cool blue plastic box. It will come in a cardboard box like any other CPU. Overall it's still a great CPU and is a great upgrade from my previous i5 8600k, but not the absolute best and not worth paying $600 for."
305,305,2022-10-07,4,80000,the United States,11900K,"CPU is great. Not a bad deal if you are building a budget oriented high end PC. Performance is similar to the 10900k but has the PCIe gen 4 support which is the only justification for this CPU existance. This with a new z590 and depending if you already have DDR4 ram, this is 1/3 the cost of a new 12th existence. I will admit I am very disappointed in the box. The nice fancy one pictured is not the one sent. Instead you will receive your processor in a small cardboard box with Intel branding. It should be make clear that the box in the picture will not be arriving in the description or by updating the imgages."
306,306,2023-03-30,5,80000,the United States,11900K,"Products operates as expected, but they shipped this really oddly. It was first shipped ups, and stayed in a picked up status for 2 days. Then a day or so later, delivered to usps. Sat in Des Moines IA for 4 days. Then it crawled to me well after predicted time. Don't ship this way. Its the worst way too ship. Also you shipped it in a Thin bubble wrap bag. Should have been in a box. Its a fragile chip, but thank you for a good working product with no issues as of yet."
307,307,2022-09-06,5,80000,the United States,11900K,"I purchased this CPU during one of Amazon's infrequent and short-lived major price reductions. I paid $301.99 for the CPU at the time when it was selling for $389.99. I wanted PCIe 4.0 and Thunderbolt 4.0 and I was considering a 5900X but I found the AMD X570 motherboard feature sets to be disappointing even at the high end. Anyway, I usually buy Intel Processors although I've occasionally bought AMD in the past. I have a very good Cooler Master MasterLiquid ML360 CPU Liquid Cooler which keeps the temperatures reasonably cool. I also bought an ASUS Z590 MAXIMUS XIII HERO motherboard, everything is faster with this CPU and motherboard, from storage to graphics."
308,308,2022-11-26,5,80000,the United States,11900K,"Having eight cores and hyperthreading makes for a very powerful processor. This is a very good ""overkill"" processor; that is to say, if you get this you'll outpace software for several years. It also has onboard graphics, so if you're buying this for rendering and just light computing, you'll be okay and won't have to buy a discrete graphics card like a GeForce.  That said, this thing can sometimes get warm under heavy use, so a cooler is recommended. I use a liquid cooler, but if you're not using it for heavy gaming, you can get away with just a fan.  Overall, 10/10."
309,309,2023-04-28,5,80000,the United States,11900K,"As others stated it is not in the box being shown, so the advertised product is not what you get.  However the good thing is the box doesnt mean squat to how it runs. Just grabbed this to upgrade my system from a 10th gen i9 to this, only difference really is faster pcie slots on my board (this would depend on your board) and opens up an additional nvme drive."
310,310,2023-09-08,5,80000,the United States,11900K,Been using this CPU for about a year works great.  Seen some reviews about the box issue but I received mine in the official intel box.
311,311,2023-08-11,5,80000,the United States,11900K,"The processor was delivered in just a cardboard box rather the official box shown in the listing, but other than that it works just fine and is exactly what I wanted!"
312,312,2023-09-28,5,80000,the United States,11900K,Came in correct box and arrived earlier than expected works perfectly aswell
313,313,2022-12-14,4,80000,the United States,11900K,"This CPU is hot and I don't just mean fast, it runs pretty hot even with liquid cooling. But with the right MB, cooling and RAM I think 5ghz may be reachable, pushing it but reachable."
314,314,2022-07-25,5,80000,the United States,11900K,So far I’m really liking this cpu. I purchased it on prime day for $300 which imo isn’t too bad compared to what it used to be and how expensive the 12 gen cpus are.  Paired it with the z590 asus strix E that i got for $200 on prime days. It’s working out pretty well.  Also threw in the 3600 cl16 ram with it as this ram apparently runs well with it.  Overall I’m pretty happy with this purchase
315,315,2022-11-17,5,80000,the United States,11900K,Installed the i9 11900k in the ASUS Prime Z590-P WiFi6 with Team group DDR4 3200 CL14 and ASUS RTX 2070 has this computer running less than a whisper of sound I mean even when the PC ramps up to 5.3GHz then you hear still a whisper from all fans you really need to pay attention to the PC to even notice any sound at all.
316,316,2021-06-19,4,80000,the United States,11900K,"This cpu is fast for gaming but for some reason it was crashing I check everything on my Rig to be compatible and it was, put a different cpu and problems are gone am not sure if it was defective or what but other than the crashing out of nowhere with the one I had excellent cpu, now let’s see how it goes with the return will edit once everything is handled I had a little experience with Amazon that I dnt wish to no body still waiting on that for few months already"
317,317,2021-06-03,5,80000,the United States,11900K,"This CPU is fast, really fast. Remove the power limits and let it's boost algorithms take over and it will blow your socks off. You will need a good AIO or really beefy air cooler (or obviously a custom loop). I went with the Cooler Master MasterLiquid ML240 Illusion, ordered an extra 2 of the Hallo Fans and set it up in a Push/Pull and under stress test8ng it stays in the 80s (with all power limits removed) while gaming it is usually in the 50's and occasionally the 60's if it is really intense.  It is a tad on the pricey end but you want almost the same performance for less grab the 11700k"
318,318,2023-02-20,4,80000,the United States,11900K,4 star because I didn't get the fancy box
319,319,2022-09-11,5,80000,the United States,11900K,"Right now the best processors out there. In a few months I'm sure there will be better ones. Remember we are always buying guaranteed to become obsolete components for our computers. Unless they became technically ""obsolete"" all the manufacturers would go out of business. Sorry, it's the way of the world."
320,320,2023-08-08,5,80000,the United States,11900K,Good product except for freight charges being costly.
321,321,2021-08-26,1,80000,the United States,11900K,"It does not worth buying this CPU. It is really expensive. I would expect it to be a good performance and good quality CPU and has good service, but it doesn't match my expectations. It is broken 10 days after I used it. My computer was certainly not able to open. After I google the issues and take it to a computer store, it seems like the CPU is broken and there are many defective merchandises in this product. So far, I am not happy but still can convince myself that I am just not lucky even I feel ridiculous about why such expensive items have so many defective products. I tried to use the warranty to get a new one or fix it, but Intel's customer service is ridiculous slow. After we tell them the issue, it has been a month and they are still verifying our information. it took them 4 days to reply us and told us what info they need. We sent them the information immediately. It took another 4 days to tell us that one of the information is wrong. We gave them the correct information immediately. This time, it took 10 days to tell us that purchase information is good, but they need the account holder to authorize the warranty (why do not you tell us this at beginning?). After this, it has been several days and we still wait for the reply now. I do not understand why it takes so many days to just verify the customer information. Should not this be done in 1 days or even 1 hour? I understand it takes time to reply and communicate cross teams, but it still takes too long time. Especially, this is a high price item, it should have proper quality and service for this price."
322,322,2022-09-25,5,80000,the United States,11900K,"Got this on sale for 46% off a couple weeks ago and it made such a fantastic performance increase from my i7 7700k! Paired it with a MSI Z590-A PRO Series motherboard, 32 GB DDR4 3200 MHz RAM, MSI VENTUS 2X 3060 Ti GPU, and a Cooler Master 240L water cooling system and it's been absolutely incredible!"
323,323,2023-05-20,5,80000,the United States,11900K,"I wish Intel would end this ""Upgrade or Die"" philosophy it really makes me unhappy. My mom's cool with it tho."
324,324,2023-03-08,5,80000,the United States,11900K,"Excellent to work to play and demand the maximum of the processor, I had to update my mainboard (Z590) to take advantage of all the resources of the easy to install processor, if I recommend installing a good dissipator because it tends to heat up."
325,325,2022-07-15,5,80000,the United States,11900K,Runs flawlessly on default settings on this rog strix z590-e. It over clocks itself to 5.3ghz all core if you really need it. Paired it with a corsair h100i 240mm and it doesn't go above 65c during heavy gaming. If you're going to overclock it I suggest a 360mm AIO or custom loop.
326,326,2022-07-13,5,80000,the United States,11900K,I added this Intel Core i9-11900K Desktop Processor to my new 'ROG Maximus XIII Hero motherboard' a year ago. It is a perfect combination for what I wanted = gaming in VR.  I haven't needed Tech Support so that says a lot about the quality of this and the motherboard working together.
327,327,2022-09-22,4,80000,the United States,11900K,Does not come with the fancy box. Does not come with a cpu fan that comes with the fancy box. It's bare bones.
328,328,2024-01-14,2,80000,the United States,11900K,The cpu worked and it is an 11900k but it came in a regular brown box not an intel box which was concerning as it may be used.
329,329,2023-01-06,3,80000,the United States,11900K,"I've had this cpu since April of 2022 and just the other day my PC would only start the fans and the lights in the pc, after switching some parts and testing it turned out the cpu has gone bad. It did perform well while it was working but for a cpu that was not overclocked or used for anything more than gaming it shouldn't go bad like this."
