,review_date,rating,mrp,country,product_id,trans_review
103,2023-06-27,5,24000,Mexico,11400F,it works very well any type of task from video editing and images to playing any type of video game also for the price i recommend it a lot    🤙✨
104,2024-03-03,5,24000,Germany,11400F,very good price performance ratio
105,2023-04-21,5,24000,Japan,11400F,the performance is stable
106,2023-06-21,5,24000,Singapore,11400F,wanted to upgrade my old 6 year old build  salvaged most parts and put in this core i5 11400f processor  reasonably priced at   200  everything works booted fine  no issues   you will need your own graphics card  salvaged mine  for better resolution and a fan cooler  again salvaged   intel coolers are not the best  all in all a good processor for office work  not for gaming   get an core i7 for that  
107,2024-04-18,4,24000,Canada,11400F,works as it should 
108,2023-12-26,4,24000,Canada,11400F,good buy
109,2023-07-13,5,24000,Germany,11400F,very good cpu for a work pc but also its very good gaming cpu no question
110,2023-08-02,5,24000,Mexico,11400F,he arrived the next day and works as expected at a good price it is version f  so it does not support integrated graphics  it is normal   an external card is required to deliver video 
111,2022-02-25,5,24000,Singapore,11400F,noticed that the price of 11400 f  has dropped quite significantly since the launch of alder lake  for the price of quality b560m motherboard and the cpu  it is a value choice 
112,2022-12-07,5,24000,Japan,11400F,unless you frequently ask for cpu replacement or kodawari since this cpu  which has become cheaper due to the delay  and the asus gaming motherboard that happened to be less than 10 000  it was a little cheaper than the 12th generation of corei3 and the low  priced motherboard i am satisfied with the performance 
113,2024-06-03,5,24000,the United States,11400F,easy install and works great  much faster than a previous tenth generation i3 
114,2023-05-05,3,24000,Canada,11400F,doesn’t perform as well as i would expect for  200 plus the stock cooler is completely useless i would strongly advise an aio because with the stock cooler on moderate usage the cpu was way over temp
115,2024-01-24,5,24000,Mexico,11400F,i exceed my expectations  the difference with an i3 processor is noticeable  with a 2060ti video card the graphics are very good
116,2023-11-17,4,24000,Japan,11400F,・ the product was properly packed ・ cpu and cpu cooler were included  so it was possible to attach it properly ・ the temperature of the cpu  but if it did not load high  it was about 40 ° c it s surprisingly normal because we haven t even played heavy games at the moment 
117,2024-03-02,5,24000,the United States,11400F,had to upgrade my old gaming computer  works great with a 2060  shipping arrived earlier than expected
118,2022-02-07,5,24000,Japan,11400F,it is a good cospa cpu thanks to the gpu omission compared to the first generation i7 920  which i used for a long time  it was not so fast the gpu is a middle high  range that had been replaced about 5 years ago  the case and power supply were diverted  and it was quite cheap and reborn as the current middle range pc  and the satisfaction is high 
119,2023-07-11,4,24000,the United States,11400F,the cpu is great for gaming  i use it only for that but the stock coolers is really bad  when first installed got temps about 90 95 celsius while gaming and had to check online for help  it turned out to be a bios setting  dont remember the exact name of the option  but i understand most gaming high end motherboards come with it eneabled  that makes it always go boosted clocks and therefore hot temps  disabled it and got temps down to 70 75 while gaming wich is still hot for my likes but i guess it s acceptable for the stock cooler   soon getting it a liquid cooler  but mostly for aesthetics  a decent air cooler will do the job
120,2023-07-22,5,24000,Mexico,11400F,everything arrived well and on time
121,2023-02-05,5,24000,Mexico,11400F,an excellent and more than enough processor for mid  range video cards and even some high  end with the processor i have an rx 6650 xt and it is excellent and even left over in any game or program i am a video editor and i have several windows open at the same time and several processes running in the background and i have never had problems the only bad thing is the stock fan  it serves the basics  but it feels of poor quality 
122,2024-05-15,5,24000,the United States,11400F,initially i thought it was gonna be a bad product and its gonna be broken due to the distance it has to go  but it has worked exceptionally well
123,2024-06-04,5,24000,the United States,11400F,it yields very well for games and basic tasks  with a good graphics card and cooling  it is enough 
124,2021-12-30,5,24000,Japan,11400F,it is used in water  cooled and is very stable it can be driven around 4 2ghz and the cospa is the best i would like to consider the heat problem after overcoming the harsh environment in the summer 
125,2023-01-28,4,24000,Mexico,11400F,i consider that it is the best processor for this price  and even more if you have a good graph  although this processor does not make a bottleneck with high  end graphics
126,2022-10-17,5,24000,Mexico,11400F,although this processor is last year  it is still in the sweet point for gaming  i5 exceed the i3  but from i5 to i7 it is almost the same  i repeat  this is in gaming  because for productive tasks there is more difference anyway  with this processor  4k photo and video editing can be made without problems i chose this over generation 12 because an i5 12400f would have barely given a 10 15  better performance  but the price of the processor and motherboard were for much cheaper
127,2023-07-21,5,24000,the United States,11400F,for the price  this is a great cpu  be aware that this chip does not have built in graphics  so you ll need one   this worked perfect for my budget build i did with my son for his first gaming pc  you can t overclock it  but it does max out at 4 4 ghz and the 6 cores makes it work faster than i expected  paired with a decent gpu and this chip is more than enough for a decent system 
128,2022-09-26,3,24000,Japan,11400F,i was satisfied with the function  but the box was too tattered 
129,2023-09-03,5,24000,Mexico,11400F,super recommended to assemble your middle range pc
130,2024-04-05,5,24000,the United States,11400F,very good
131,2024-04-30,4,24000,the United States,11400F,works great but the pre applied thermal paste it came with was dry
132,2024-03-05,4,24000,the United States,11400F,i paired my core i5 11400f with a rx 6600 it a perfect combo for 1080p gaming i just upgraded to it works grate 
133,2024-03-07,5,24000,the United States,11400F,great
134,2023-12-01,5,24000,the United States,11400F,literally  like new  he came in his box and with his stock dissipator 
135,2023-10-26,5,24000,the United States,11400F,built a gaming pc for my grand daughter  wanted something powerful  yet affordable this fit the bill  works great and is typical intel quality 
136,2023-12-12,5,24000,the United States,11400F,very good
137,2023-08-22,5,24000,the United States,11400F,i bought this based on performance to price for my second pc  i was going to use a 10000 series cpu but discovered that using the 11400 utiilizes the features on my motherboard better  this one works very well with my motherboard 
138,2022-05-13,5,24000,the United States,11400F,i have been using my 11400f for a few months now and i couldn t be happier with it  it s not a top of the line processor when compared to others of the same generation or the competition but for  150 intel came in clutch with a great value for money to all budget gamers   i haven t yet found a game where this processor struggles or bottlenecks my graphics card and for daily usage keeping things opened in the background it is literally a king  if you are upgrading from an older generation intel it will blow your mind how much faster processors have gotten over the years   all in all  i am happy with my purchase and will have this bad boy last me for a while 
139,2023-02-27,4,24000,the United States,11400F,the processor is excellent but you will need to buy a more power discipler if or yes  with the smallest that you force the pc it will reach temperatures of  85 ° which will make the pc turn off to avoid damage  when you buy a decent discipleryou can play and use it without any problem
140,2023-07-25,5,24000,the United States,11400F,i had my doubts  i saw reviews  technical specifications  game tests and performance  but things are different when you have it in your hand  i assembled my computer with this processor and i can say that it was a good choice 
141,2023-06-18,4,24000,the United States,11400F,does the job  not as great as other options  but works
142,2023-11-10,5,24000,the United States,11400F,100 
143,2023-05-20,4,24000,the United States,11400F,i did not like the fact that brings or its original box and less a cooler
144,2023-07-15,5,24000,the United States,11400F,this cpu is 11th generation intel 1200 lga  it is very fast  i upgraded from an lga 1155  so i am very happy with my purchase  no issues regarding this cpu 
145,2023-08-23,5,24000,the United States,11400F,although i have to buy another dissipator is it worth it
146,2023-08-03,5,24000,the United States,11400F,enough compute power to run games   basic tasks without bottlenecks  great entry level cpu 
147,2023-03-08,4,24000,the United States,11400F,it works excellent with heavy editing tasks and games  more than recommended
148,2024-05-08,2,24000,Mexico,11400F,for people who want to build a pc gamer the term of processors with lyrics f at the end they necessarily need a graphics card to give video
149,2023-07-09,5,24000,the United States,11400F,can run all the game with out lagging and reach 240 fps
150,2023-04-27,5,24000,the United States,11400F,don’t let marketers fool you  you don’t need more than 6 cores for gaming  if you want more  cool  but don’t listen to those who act like it’s needed 
151,2022-11-06,5,24000,the United States,11400F,i love this lil cpu  the only thing that suck aparently theres a promo for a free copy of call of duty mw2 2022 release but amazon order does not qualify   what am i supposed to go to best buy and by my cpu there in order to get the intel game promo         
152,2022-11-09,5,24000,the United States,11400F,got this as a amazon prime deal for the wife as an upgrade  great performance per dollar  great benchmark scores  she plays her games much smoother now  love intel cpus for their hassle free experience  paired with an asus tuf b560 motherboard  16gb ddr4 3200mt s c14  and rx 570 4gb  great midrange build 
153,2023-05-06,5,24000,the United States,11400F,easy to install and yeah  for my first pc build it works perfectly fine  gaming is smooth with it 
154,2022-03-28,5,24000,the United States,11400F,i wanted to update my computer system to the new win 11 platform  all other components were already updated  except my tpm chip was ver  1 0 switch had to be replaced  the big problem was the cpu  after taking a chance and selecting one from the cpu requirement list  i chose the i5  wow  now i don t have a fast system  i have a supper fast system  i love it 
155,2022-07-25,4,24000,the United States,11400F,for the price  you can’t beat that  i was getting a bit of bottlenecking with my 6th gen i5 6600k  so this cpu definitely out classes that  not a crazy cpu but is worth it for the money 
156,2023-06-17,5,24000,the United States,11400F,works well with rx 6600 xt 
157,2023-04-19,5,24000,the United States,11400F,it works with total normality  very good performance  a little scrape the fan  nothing serious everything well 
158,2022-09-02,5,24000,the United States,11400F,maybe the intel i3 cpus will be a thing of the past but going from a i5 4570 to this i5 11400f has been nice  paired with a solid z590 board  32gb of ddr4 ram  and a gtx 1070ti i m certainly happy  six core cpus are here to stay 
159,2023-05-14,5,24000,the United States,11400F,come earlier than expect  the performance is great  great buy
160,2023-06-01,5,24000,the United States,11400F,second  hand
161,2022-08-21,4,24000,the United States,11400F,i run this cpu with a 3070 ti  and it holds up with it well  very consistent and smooth performance out of this little cpu 
162,2023-01-16,5,24000,the United States,11400F,from one it is better to go for this instead of the i3 prices are already lower than before so this 6 cores 
163,2023-02-21,5,24000,the United States,11400F,my son is building his own computer i bought this for his birthday  he loved it
164,2023-01-30,5,24000,the United States,11400F,good experience the shipment  came quickly  the processor meets my needs and the price is agreed to the benefits it offers 
165,2022-08-07,5,24000,the United States,11400F,you will definitely get what you paid for  might not be able to carry some of the aaa titles but perform quite well in most of the games i play such as dota 2  poe  elden ring etc 
166,2022-07-17,5,24000,the United States,11400F,this was the cpu i chose for my first build  and it’s great  i waited 2 weeks to write a review cause i was case swapping  i must say  it’s easy to swap as well 
167,2022-06-16,5,24000,the United States,11400F,very well processor both to play and multitasking  the only thing i recommend that they do not use the stock dichipator if they are going to stress the cpu i recommend that you buy something descending how an hyper 212 or noctua
168,2023-04-20,5,24000,the United States,11400F,works great
169,2022-06-23,5,24000,the United States,11400F,the product is perfect  for my liking the dissipator is not very powerful so i decided to install an additional one  but by the processor as such  very good and efficient 
170,2022-04-03,5,24000,the United States,11400F,works as expected and is more than enough for gaming and regular pc tasks  great value for the performance and price 
171,2021-09-27,5,58500,India,11700K,i upgraded from i5 8th gen to i7 11th gen    this is super fast processor    got 75 fps on cod warzone 2k with 1060 gtx
172,2021-08-01,5,58500,India,11700K,working perfectly for gaming
173,2021-12-03,1,58500,India,11700K,dislike
174,2024-03-19,5,58500,Brazil,11700K,excelent  i recommend
175,2023-02-22,5,58500,Italy,11700K,item arrived wrong made the return everything ok
176,2023-12-18,5,58500,the United States,11700K,benchmarked paired with an evga geoforce 3080 rtx ti and score beat other rigs with same gpu but later series i7 and i9 cpus  idles in my rig at between 55° and 60° with air cooling but doesn t go beyond 82° when stress tested  i ve read where some people were concerned about it idling at 70° but it s rated to withstand 120°  so  a little warm  but high performing  definitely worth the sale price of  287  especially if you re used to spending around  350 for a new cpu  
177,2021-12-30,4,58500,Germany,11700K,satisfied 👌
178,2023-08-27,5,58500,Japan,11700K,it is operating normally without initial failure 
179,2022-06-22,5,58500,Canada,11700K,blazing fast gaming and workflow  easy to overclock  out performs mid range amd by miles  savings of hundreds compared to higher range amd processors needed to compete   motherboard choices are slightly more expensive but if you already spend 300 to 500 on a processor  what s another 200 vs 250    benchmarks higher than or equivalent to ryzen 7 and leagues faster than ryzen 5  sweet spot for cpu demanding games but not enough for the overclocking thread ripping queens though 
180,2023-09-27,5,58500,Mexico,11700K,it can be said  excellent benefits  at a good price 
181,2023-07-15,1,58500,Germany,11700K,play video i received the cpu as used goods after installation pc only switches and off and the cpu led lights up red i returned the processor back 
182,2024-04-14,5,58500,the United States,11700K,used this i7 11700k in my cougar mx331 mesh x case with msi z590 a pro atx motherboard  didn t like the price  241 00 very satisfied 
183,2022-01-07,5,58500,Italy,11700K,very fast
184,2023-04-13,5,58500,Brazil,11700K,very good  so far exceeding expectations 
185,2022-05-29,5,58500,the United Kingdom,11700K,i always use the i7 11700k for my builds as never really had any probs at all so why change stick to what works   the prices would be good to stay at the £280 mark instead of going up by £50 then down again in just 3 days what’s the point of that 
186,2022-07-26,5,58500,Canada,11700K,my motherboard mag z490 tomahawk doesn t support pcie 4x4 to take fully advantage of my ssd 980 pro drive m 2 nvme interface and gpu 3080  intel® core™ i7 11700k does  therefore was a no brainer to purchase this specific cpu as msi updated the motherboard bios to support intel gen 11  and as intel® core™ i7 11700k comes with integrated graphics  i use this to my advantage to run certain programs to run from my 3080 gpu and intel integrated graphics as i do with msfs 2020  i was concern with the cpu heat but it turns out that runs at 34 normal load with water cooler and 70 when running under heavy stress loads  very happy and satisficed with this purchase  100  recommended 
187,2022-09-26,1,58500,Germany,11700K,play video original packaging unsealed and processor missing
188,2022-10-13,5,58500,the United Kingdom,11700K,this processor is absolutely insane 
189,2022-05-22,5,58500,Japan,11700K,it works stably without any initial failure 
190,2023-01-14,5,58500,Brazil,11700K,in use  for now working to the satisfaction 
191,2023-06-19,5,58500,Mexico,11700K,excellent to play or do design jobs
192,2023-04-11,5,58500,the United States,11700K,great cpu  my computer boots faster than my monitor wakes up  programs open immediately and run well  the only down side to this cpu is that it eats 125 watts and produces quite a bit of heat  my case exhaust fans make noticeable noise keeping my case cool  having said that  with proper cooling it is easy to keep the cpu under 70 c  under heavy load mine runs 58 65  
193,2024-05-16,5,58500,Canada,11700K,replaced a core i5 with this  made cadworkx and bricscad respond much faster 
194,2023-02-24,5,58500,Brazil,11700K,top
195,2021-07-04,5,58500,Japan,11700K,from i7 4790 equipped pc to i7 11700k equipped pc  the first 11th generation cpu is installed on rog strix z590f and the pc is the first i heard that it was easy to have heat  so i tried to combine it in water  cooled  but it doesn t exceed 45 ° c at the moment  so if it s not a person who does a high load  can it be air  cooled if you don t do anything  it is about 36 ° c  the processing speed is quite fast with 32gb of memory 
196,2024-06-11,5,58500,the United States,11700K,as a warning  i have 0 to no knowledge about computers  i play a lot of pc games and decided with an upgraded gpu i did not want to bottleneck my pc so i upgraded  this cpu was a perfect purchase for me  was the best one i could get along with my 3060 ti  the installation process was easy  had to watch a youtube video for help   after watching the video i knew what to do and it took me 30 seconds  has treated me right for over 6 months  would highly recommend it to future buyers 
197,2023-12-11,5,58500,Canada,11700K,it works well  nice and fast
198,2021-08-07,5,58500,the United Kingdom,11700K,while amd i s dominating at the moment  intel is still good  either cpu is going to do you just fine  this 11700k was a bit cheaper  and it s plenty fast enough  easy to install 
199,2023-03-01,5,58500,Mexico,11700K,i worry a little the price but the little time i have used it has worked quite well
200,2024-05-24,5,58500,Canada,11700K,good processor without more who does the job
201,2021-10-30,5,58500,the United Kingdom,11700K,i bought this as a amazon repackaged cpu and works perfect no problems at all love it got a good discount on it too 
202,2024-06-17,5,58500,the United States,11700K,quality of the package excellent  amazon platform is precise  arrivals was fast  and product arrived safely  loved everything about it  on other terms  its unlocked so gaming is going to be blast  ease of use is in the instructions  i have an arc angel3 0 so cooling  and maintaining a good temperature should be great 
203,2023-04-23,4,58500,Japan,11700K,the original thing that was attached was a losing individual  it was discovered after the initial failure   but i arranged it for replacement because the problem appeared significantly 11700k and 11700 were different things  so it was difficult to understand this area i canceled it once  but when i was looking at the inquiry  i found out that it was the target product  so i ordered it again the product itself has arrived at 11700k  so there is no problem  but it is ★ 4 because it is difficult to understand the product name 
204,2024-01-27,5,58500,the United States,11700K,i decided to upgrade my motherboard with this 11th generation i7 11700k cpu from a i7 10700kf to bump overall performance as well as the gen 4 nvme m 2 ssd support  it took less time than i thought to remove the aio water cooling  swap out the 32gb of ddr4 for 64gb as well as installing the 2tb gen 4 ssd  i reassembled all of the disconnected components and powered back up into the bios  everything was recognized and playing nicely  performed a clean os install and am quite pleased with the outcome  i would definitely recommend for those that have a motherboard with an upgrade path  i think you will be happy you did 
205,2023-08-23,5,58500,Canada,11700K,excellent cpu  handles all the latest games my kids play and all the design work i throw at it  does not overheat but you need to use a quality io 
206,2021-12-17,5,58500,Mexico,11700K,very good processor  fast and functional the only detail is that as it does not bring a fan  i installed it by buying a cooler master rr 212s 20pk r1 hyper 212 and it was perfect 
207,2024-04-21,4,58500,the United Kingdom,11700K,before buying  i did a lot of research on what would be the best and quietest cpu cooler  as it generates almost two the amount of heat  i have only been using it for two months  but the improvement over a 10th gen i3 is significant  it is reliable so far   one star has been marked down because the chip is so overpriced  to be fair this is not the fault of amazon  as all suppliers seem to be overpricing these days when we are on the 14th gen 
208,2021-10-10,5,58500,Japan,11700K,i think it is a perfect product with specifications and prices 
209,2021-08-19,5,58500,the United Kingdom,11700K,arrived quicker than expected  looks brand new and no damage pins scratches
210,2021-04-01,5,58500,the United States,11700K,the i7 11700k 11th gen sits in between the well reviewed i5 and the poorly priced i9 11900k  i think at this price  i got it at pre launch sale of  399  it s a good product  it s cheaper than the 5800x  performs very close to it and is a lot more fun to overclock  rocket lake  11th gen  supports specific core overclocks to dial in ratios for the two best cores and other less hot cores  it also can take a tad bit more voltage than skylake      1 45v load voltage supposedly safe according to reddit ama  although running at slightly lower all core clocks than comet lake with improved ipc  this actually seems to run slightly cooler for me but power draw can be pretty nuts on stress tests  gaming load is not bad at all i was seeing around 100w on horizon zero dawn  unless you want the highest overclocks  the i7 can still get you pretty close or above the stock clocks of the i9 with manual tuning without the price premium and similar real world performance  coming from the i9 10900k  the gaming fps is pretty similar at uw 1440p  but rocket lake seems much more stable with overclocking   as in you get watch dog bsod errors or you don’t   not the whea stuff  the ram gear stuff is a little overblown  the performance penalty of running 1 2 is not as bad as what you see on ryzen  you can run very high speed ram 4800  and looser timings and get a ton of performance from these chips  i m an enthusiast and i ve had ryzen and intel systems and i just enjoy tuning intel cpus  glad to be one of the first to review this  this came in as same day delivery  happy overclocking everyone 
211,2021-07-12,4,58500,Canada,11700K,there s no denying this is a strong processor and if you want to buy something from intel then this or the 6 core 11600k are the way to go   but if money is a consideration  or your power bill  or how much you need to spend on cooling  or what amd offers  well  you can do better  the similar amd 8 core is a bit more expensive but has cheaper motherboards and draws far less power which means a smaller power bill  a smaller power supply and cheaper cooling solutions   so  yes this processor is strong  i wanted to go intel and needed a processor right away so that s why i own one  but i feel like this is an offering to bridge the gap to the next generation 
212,2021-05-04,5,58500,Japan,11700K,it is stable and easy to use 
213,2021-10-24,5,58500,the United Kingdom,11700K,beats all i9
214,2022-08-15,3,58500,Japan,11700K,if you buy this  the lower cpu of the 12th generation is cheaper in performance 
215,2024-03-06,5,58500,the United States,11700K,very good processor nothing was wrong and now my pc is stronger
216,2024-03-17,5,58500,Canada,11700K,very satisfied
217,2024-01-29,5,58500,the United States,11700K,happy with my purchase
218,2021-04-14,5,58500,the United States,11700K,play video rates as ufo on user benchmark   is a very good cpu  for anyone who might wonder though it is not good for gaming unless you have a dedicated graphics card  so the person who answered my question   said it was great for no video card gaming on 1080p  they lied  any way i am running it with an rx 560 4gb right now on my uhd 52  tv on low settings unless video cards come back down to reasonable prices again   it works fine for the games i play  if you do not game or need use of powerful graphics its great for surfing the web  watching videos   streams  otherwise i advise you find or have a video card if you want to game or what ever   great cpu   update 04 09 2024   currently i run this cpu with 96gb ddr4 3200  rtx 3060 ti 8gb  500gb wdblack m2 as os drive  4tb m2 for games  1kw psu  i have 2x 240cfm fans on it  and 3 others to cool my system none of which i ever need to run about 25  air flow 
219,2021-09-10,5,58500,the United States,11700K,i know that there a lot of negative reviews for these 11th gen intel chips but so far  it s just what i needed  my computer was dying  i put this chip on an asus board and i have had zero problems  other than my old graphics card dying a few weeks later  intel saved the day  i can t play my full steam library  but i can use a good 85   i can do everything else that i normally do without any overheating or slowdowns  now i can wait for a while to see if graphics cards go on sale  update 10 18 21  i ve been going through my games 450   and so far i can play them all  to name a few  grim dawn divinity original sin  trials of mana  and book of demons  no separate graphics card at all  as far as i m concerned  this processor is well worth the money  a big thank you to intel for helping us regular folks beat the scalpers  let  em choke on those triple priced cards 
220,2021-04-05,5,58500,the United States,11700K,may 2021  sometime   i decided the processor  i don t recommend you do that   it required a oven and a lot of patience  long story short after delidding and applying liquid metal it dropped my temps over 10c  i ran it that way for about 6 months before selling it to a friend but he hasn t had any issues yet either april 12  2021 for some reason my cpu is now shooting up to 100c the moment i do a stress test  within less than 2 seconds  causing it to throttle tremendously  i have changed nothing  i reseated my cooler thinking maybe it had shifted and that still didn t fix it  i am going to check through everything today  maybe something changed in my bios for some reason  if this can t be fixed i ll be sending it back or warrantying it  so far so good  i ve been able to run this at 5 2ghz on all cores for quite a while  gets a little warm but nothing that isn t manageable  seems like all the 1 star reviews are just people who like to comment on things they don t own 
221,2023-10-05,5,58500,the United States,11700K,easy to install in my msi motherboard and good for the money that i spent on it  it works great so far no issues as of yet 
222,2023-04-10,5,58500,the United States,11700K,great cpu using it as intended by intel everything is stock so it s running 125 watts i did use an auto oc at first and it used almost 180 watts and was hotter disabling in my case on my asus motherboard the asus performance enhancement my temps under load are 60c   with enabled it hit in the mid 70s and i didn t notice any difference in performance   good cpu  all core boost is 4 6 few cores are 5ghz so running as advertised 😍
223,2023-10-05,5,58500,Canada,11700K,i bought this processor because it supports pcie 4 0 buy with this processor a good cpu cooler because during updates the cpu rose up to 90 celsius so i changed my cooler for a be quiet dark rock pro 4 on amazon and now my intel cpu displays 31 degree celsius 
224,2022-06-09,5,58500,the United States,11700K,don t listen to the review on youtube  cus this is a legendary cpu  before the 11th gen  the 10900k was the fastest gaming cpu in the market  and for intel to top it  is impressive in itself  cpu if you pair it with the right motherboard and rams you will then see its full potential  i own the 12900k for over 6 months and decided to go back to the 11gen  even though alder lake is more powerful  since it is very new  it has way too many drawback and the high latency of rams is the main reason why i decided to sell it  i think raptor lake would be the cpu but as of now  the 11 gen with a few tweaks will outperform alder lake 
225,2023-05-19,4,58500,the United States,11700K,i must say that this might not be a high end cpu but does the job pretty damn fine 
226,2022-10-08,5,58500,the United States,11700K,now with the i9 13900 series coming out this is two steps down from the top of the procesor market  it was just published that the new line was tested to 8 3gh  this line becomes the third choice and the i5 s the  poor cousins   this processor still computes fine and can be used if you need to save some money or where speed really is not an issue 
227,2023-08-10,5,58500,the United States,11700K,works well with my 2080 super  blazing fast doing work and internet duties   good value 
228,2021-05-06,4,58500,the United States,11700K,great for gaming  even tho amd beats it in multi core workloads doesn t mean it s not a good processor  it s a stable reliable processor  and best of all it s in stock  in gaming it trades blows with my ryzen 5800x  so for i haven t run into any bugs or glitches  that s what you get with intel  stability  if your only gaming i d say this isn t the way to go  but my wife does do work station application and the extra cores reduce her time  i d say this is niche processor and very few people would actually benefit from the extra cores  if your just gaming go with a 11600k  my daughter build is running an overclocked 11600k and it trades blows with this one 
229,2023-06-22,5,58500,the United States,11700K,when you have this beast with the most top hardware of the moment you can see the true power of this processor
230,2023-07-19,5,58500,the United States,11700K,this cpu has been absolutely amazing i have yet to get it to bog down
231,2023-03-28,5,58500,the United States,11700K,need to use a water aio at least or your pc will become a oven at times  but it s plenty fast enough for whatever your needs are and the prices have finally started to drop on the 11th gen 
232,2021-05-21,5,58500,the United States,11700K,my first upgrade since generation 4 i5 4670k  it s fantastic  i chose an asus z590 prime  corsair capallex 110  rm 650w psu  a learning curve on overclocking since 2010  i spent equally as much in ram  mobo and cooling but worth every cent  you ll still need graphics if running under geforce 1000 series  but my perfermance with a 960gtx is phenomenal  its an intel entusiasts dream  and i agree  ignore the one star reviews  i won t make a ryzen comparison  other than my title  i do believe amd is doing less with more changes but just my opinion  are threads  cores and nanometers winning  i have my doubts  nonetheless this is intel back on it s game 
233,2021-05-21,5,58500,the United States,11700K,wonderfully designed cpu  for those that want low power consumption and low temps just leave it stock  the 3 6 ghz to 5 0 boost is designed to make this processor the swiss army knife of cpus  overclocks to 5 1 all core easily on the z590 motherboards  yes it runs warm but you wanted an excuse to buy that 360mm aio  two cores can overclock to 5 2 if desired  probably could get all 8 pretty close to that with an open loop system  scores 116 118  on userbenchmarks  i like amd but they just don t overclock as well  plus this processor is readily available at retail price  some of the hate surrounding this offering is extremely misguided 
234,2023-11-16,3,58500,the United States,11700K,like the product  system is half together  i have 3 others to put together 
235,2022-03-08,5,58500,the United States,11700K,when rebuilding my failed desktop computer i had to buy a new motherboard which would not accomodate my previous cpu chip  i researched an i9 core but it really wasn t faster enough to spend the extra cash on one   this i7 works great  i do mostly photo editing with some video editing  the only  game  i run is microsoft flight simulator 2020 which runs at almost the maximum settings 
236,2022-08-23,5,58500,the United States,11700K,despite the stigma with the 11th gen cpus  the performance of the 11700k is definitely worth going for  the only scenario i would say it s not recommended is if the 12600k 12700k is available for a close price  in which case one would have to account for the additional cost with the z690 motherboards as well as ddr5 if that s the choice 
237,2023-07-19,5,58500,Canada,11700K,i’m quite happy with this cpu  i’m not a computer person  just built a gaming pc  this arrived fast and was well packaged 
238,2023-06-13,5,58500,the United States,11700K,play video no picture of the actual cpu but my build is running great 
239,2023-07-30,5,58500,the United States,11700K,works as expected
240,2021-06-08,5,58500,the United States,11700K,love this cpu  paired with a z590 motherboard  the gen 4 support is a must have but this cpu also does not sacrifice any performance as well  this is also paired with an rtx 3070 in my system and i could not be happier  i have it pinged at 5 0 ghz and it has not let me down at all  definitely have so much more room to overclock if i want too which is nice  this cpu is very stable and i think the best value in terms of price to performance on the intel 11th gen lineup 
241,2022-04-30,4,58500,the United States,11700K,for some reason it wouldn’t allow me to unlock the raid capability on my motherboard since this model was made to do that  tested with someone else’s 11700 it raid could be enabled  i wouldn’t buy it here  look elsewhere for it  it’s too expensive to risk something like this 
242,2022-07-07,5,58500,the United States,11700K,excellent cpu was worried  for the comments on the internet about that it heats a lot  but i almost have it a month and its base temperature is 28 ° c to 36 ° c performing tasks or so heavy or so basic note i do not use it to play  nor have i made overclock  but it goes wonderfully 
243,2022-02-03,4,58500,the United States,11700K,if you have a lga1200 platform this is my recommendation for a high performance gaming cpu  the 11th gen i9 is essentially just a binned and more expensive version of this  otherwise you can go 10900k for slightly lower single core performance but more physical cores 
244,2023-02-23,5,58500,the United States,11700K,good product  works perfectly in my build and powerful enough  probably more than needed  to do what i want on my pc 
245,2022-05-04,5,58500,the United States,11700K,transport went okay  i was afraid of a dent in package but cpu was intact without damage it seems   cpu is plugged in and working  giving it a few days to warm up before i want to clock to okay performance   all in all 8 10 stars
246,2023-04-09,5,58500,the United States,11700K,kept up on all games
247,2021-06-25,5,58500,the United States,11700K,when compared to the i9 11900k  this one just provides much more value  the integrated graphics are decent enough for light gaming on games such as league of legends and provides a nice backup graphics in the event that the gpu fails  i would definitely appreciate more cores on it  but all in all  its a pretty good upgrade from my previous 7th gen intel pc 
248,2021-07-16,5,58500,the United States,11700K,very good processor  i wanted to wait for generation 12 but it would be the same because later i would like to wait for generation 13 and i will never buy any  this 11 for the games is luxurious for a long time  i did a multi core effort test and the temperaturemaximo is 74 degrees  if you are a person who likes to play i recommend this cpu 
249,2022-05-19,4,58500,Canada,11700K,recently upgraded from the intel i5 9600k  which was starting to bottleneck when playing newer games  what a huge difference  love this processor 
250,2021-07-14,5,58500,the United States,11700K,i bought the 11700k for my gaming rig  with water cooling i’ve got it overclocked to 4 7ghz on all cores  totally stable and never gets hotter than 60 c  with my 1080 ti it runs all games i’ve played on max settings with a minimum of 80fps at 2k ultrawide  and much higher for most games  including cyberpunk and assassins creed valhalla 
251,2021-10-19,5,58500,the United States,11700K,for the price i couldn’t be happier  this cpu is an absolute mammoth for an i7  just research the specs and order with confidence  i have it cooled with a water pump heat sync and the temps stay 25 30c during idle and increase to a steady 45 55c during constant loads  great product  great value 
252,2022-06-06,3,58500,the United States,11700K,this is supposedly a brand new cpu but i saw an orange scratch mark  likely whatever plating was slightly scratched off to expose a copper surface  i just don t think thats acceptable for a 300  dollar cpu  i could buy an xbox series x for that price and what i got was a maybe used cpu that was run around the ring a few times  it works but disappointed with quality and the thought that i mightve bought a used cpu for over 300 dollars 
253,2022-12-15,5,58500,Canada,11700K,i started from an i5 10600k on this i7 11 700k to be able to play and stream on a very good upgrade pc
